Loan_ID,Loan_Amount,Loan_Term,Interest_Rate,Age,Income,Credit_Score,Loan_Status
L7392,9100.049427208478,48,5.32,60,2821,587,0
L7393,18190.421382498622,48,8.33,63,5639,482,0
L7394,25045.29732465318,60,4.05,47,7764,821,1
L7395,40764.73754400338,12,8.36,49,12637,383,0
L7396,39971.18484669984,24,5.57,52,12391,696,1
L7397,46703.47947788882,24,8.47,50,14478,385,0
L7398,12319.421752041539,36,6.43,46,3819,596,1
L7399,7341.975362044132,24,6.19,50,2276,586,0
L7400,36961.491080097396,48,7.73,30,11458,408,0
L7401,27842.08670905224,48,3.88,32,8631,843,1
L7402,32293.723791486733,12,9.82,53,10011,312,0
L7403,7338.7495380713535,36,5.14,54,2275,676,0
L7404,26880.791165164213,24,5.53,38,8333,708,1
L7405,42267.97151531822,12,9.36,59,13103,314,0
L7406,37167.943814355225,60,7.68,36,11522,487,0
L7407,12558.132726027156,60,7.73,24,3893,533,0
L7408,40435.70349877996,24,3.85,30,12535,757,1
L7409,43538.94616059299,24,8.66,48,13497,444,0
L7410,40580.865577555,24,3.45,61,12580,816,1
L7411,8361.335737442176,48,7.44,38,2592,440,0
L7412,10925.865795801175,24,3.0,29,3387,832,1
L7413,19338.814716807807,60,8.9,42,5995,414,0
L7414,29332.417384475964,24,8.86,30,9093,343,0
L7415,22813.027135490378,36,7.97,60,7072,503,0
L7416,37826.011904802064,60,3.35,43,11726,772,1
L7417,46132.508634707,36,6.16,63,14301,608,1
L7418,23009.802397829873,60,5.05,33,7133,621,0
L7419,28061.44273920119,12,5.3,44,8699,704,1
L7420,36306.64881362333,60,5.91,33,11255,660,1
L7421,16467.83138103484,60,9.15,45,5105,425,0
L7422,28677.575118001903,36,8.51,64,8890,419,0
L7423,45471.21472028738,36,6.43,49,14096,513,0
L7424,43538.94616059299,60,6.66,36,13497,610,1
L7425,25500.138504814968,60,8.7,60,7905,364,0
L7426,12590.390965754941,48,6.11,26,3903,665,1
L7427,17293.642318066166,12,8.28,28,5361,504,0
L7428,35632.451603312606,12,6.81,54,11046,486,0
L7429,44180.885131175935,24,5.79,38,13696,560,1
L7430,42216.358331753756,60,9.56,63,13087,389,0
L7431,45942.18502031306,60,5.77,52,14242,692,1
L7432,45174.43891479175,60,8.18,30,14004,449,0
L7433,39055.05083843072,60,5.51,54,12107,711,1
L7434,16122.668215947528,12,5.2,43,4998,743,0
L7435,10777.47789305336,36,8.25,39,3341,439,0
L7436,41545.386945415805,48,6.6,40,12879,592,1
L7437,12454.906358898239,36,4.29,54,3861,765,1
L7438,14371.045798728737,36,6.15,58,4455,546,0
L7439,18683.97245033375,12,8.53,37,5792,397,0
L7440,42113.131964624845,48,8.13,64,13055,469,0
L7441,43042.16926878509,60,6.23,25,13343,609,1
L7442,45387.34329699514,12,3.99,22,14070,725,1
L7443,25367.879721931044,12,9.87,61,7864,366,0
L7444,42755.07093520779,48,9.76,54,13254,355,0
L7445,29003.383339252545,24,3.0,40,8991,816,1
L7446,25471.10608905996,12,7.69,22,7896,450,0
L7447,10671.025701951665,36,6.9,48,3308,617,0
L7448,32680.822668220168,36,7.9,38,10131,440,0
L7449,32545.338061363465,60,6.28,64,10089,614,1
L7450,31603.39746131211,12,9.01,59,9797,305,0
L7451,38364.72450825609,60,7.15,55,11893,488,0
L7452,47113.1591224317,12,6.69,35,14605,616,1
L7453,47409.93492792733,48,3.36,59,14697,823,1
L7454,16816.22037009493,12,8.5,60,5213,462,0
L7455,39387.310707626915,24,4.3,59,12210,667,1
L7456,33671.1506278632,36,3.76,23,10438,816,1
L7457,13625.880461016877,48,8.66,39,4224,365,0
L7458,15671.052859758522,36,6.56,43,4858,623,1
L7459,10861.349316345602,60,8.36,39,3367,492,0
L7460,46938.96462790165,48,5.7,38,14551,664,0
L7461,46629.285526514905,24,4.55,50,14455,669,0
L7462,23045.28646153044,36,5.62,59,7144,635,0
L7463,8716.176374447823,12,8.15,39,2702,432,0
L7464,39080.85743021294,12,8.79,25,12115,440,0
L7465,11451.67510336409,12,5.61,33,3550,635,1
L7466,27971.119667963387,48,3.32,54,8671,798,1
L7467,10751.67130127113,24,7.91,44,3333,475,0
L7468,12251.679448613188,24,9.73,38,3798,335,0
L7469,17596.869771507354,24,8.72,24,5455,442,0
L7470,17306.545613957278,36,4.09,56,5365,827,1
L7471,35016.319224511884,48,4.37,28,10855,803,1
L7472,14925.88752204666,12,10.07,63,4627,305,0
L7473,13174.265104827871,36,7.14,21,4084,523,0
L7474,42345.391290664906,24,6.04,61,13127,655,0
L7475,47851.872812198,12,9.05,58,14834,335,0
L7476,48171.22938550309,48,3.58,56,14933,845,1
L7477,22493.670562185296,60,3.34,58,6973,824,1
L7478,48258.326632768105,24,8.42,33,14960,356,0
L7479,47287.353616961744,24,10.31,42,14659,306,0
L7480,13383.94366305848,24,4.65,49,4149,742,1
L7481,17503.320876296777,24,5.11,29,5426,614,0
L7482,27767.892757678335,12,8.4,47,8608,410,0
L7483,28506.606447444636,48,8.41,64,8837,415,0
L7484,7996.817628518192,36,6.36,24,2479,606,0
L7485,42416.35941806604,12,6.37,60,13149,609,1
L7486,18483.971364021476,48,8.09,37,5730,393,0
L7487,26964.66258845646,36,6.55,57,8359,491,0
L7488,29490.482759142116,24,6.99,23,9142,578,1
L7489,10806.510308808367,48,10.16,24,3350,354,0
L7490,45819.60370934747,24,10.56,60,14204,316,0
L7491,35132.448887531915,48,5.7,36,10891,634,1
L7492,14990.404001502233,60,9.17,31,4647,361,0
L7493,23761.419383487293,24,6.66,47,7366,626,0
L7494,22929.15679851041,24,8.38,46,7108,427,0
L7495,12003.291002709233,24,3.19,51,3721,799,1
L7496,16642.025875564883,12,7.01,54,5159,558,1
L7497,7525.847328492513,36,4.72,28,2333,709,0
L7498,35016.319224511884,24,8.67,59,10855,442,0
L7499,35387.288981381425,24,5.49,21,10970,696,1
L7500,10396.830664265482,12,6.27,22,3223,658,0
L7501,17593.643947534576,12,5.18,47,5454,618,1
L7502,44164.75601131204,60,6.46,63,13691,577,1
L7503,25409.815433577165,48,9.32,23,7877,390,0
L7504,40932.48039058787,24,8.73,54,12689,381,0
L7505,26964.66258845646,48,9.9,36,8359,318,0
L7506,35909.872464971566,12,5.78,21,11132,678,1
L7507,14945.242465883332,12,5.22,27,4633,668,1
L7508,28435.63832004351,60,3.98,55,8815,757,1
L7509,23787.22597526952,36,9.01,42,7374,318,0
L7510,9729.08510190031,12,7.37,52,3016,552,1
L7511,47716.3882053413,24,5.93,46,14792,663,0
L7512,21074.308014162703,60,7.96,26,6533,492,0
L7513,44880.8889332689,36,6.2,31,13913,577,0
L7514,6467.777065421127,60,9.62,51,2005,334,0
L7515,40187.31505287601,12,6.09,41,12458,543,0
L7516,19313.00812502558,36,8.61,42,5987,372,0
L7517,28125.95921865676,48,6.42,21,8719,566,1
L7518,18683.97245033375,36,4.8,41,5792,633,1
L7519,34529.21980462231,24,6.99,40,10704,467,0
L7520,22464.638146430287,48,6.3,29,6964,639,1
L7521,43393.784081817954,48,9.62,47,13452,396,0
L7522,9593.600495043607,24,8.73,49,2974,363,0
L7523,41961.518237904245,48,7.9,63,13008,395,0
L7524,36026.002127991596,12,3.93,53,11168,845,1
L7525,15267.824863161193,36,6.1,21,4733,668,1
L7526,8451.658808679977,36,5.88,23,2620,644,0
L7527,47877.67940398023,24,4.04,52,14842,741,1
L7528,30951.78101881083,12,3.48,40,9595,750,1
L7529,47861.55028411634,48,7.84,37,14837,533,0
L7530,45267.98781000233,36,8.77,57,14033,456,0
L7531,34790.51154641738,36,10.02,58,10785,327,0
L7532,37455.04214793252,36,4.86,30,11611,771,1
L7533,25329.1698342577,36,3.44,63,7852,757,1
L7534,39142.148085695735,60,4.88,49,12134,637,0
L7535,34884.06044162796,24,4.0,62,10814,721,1
L7536,45290.568577811784,48,4.63,52,14040,674,1
L7537,30009.84041875947,48,6.8,33,9303,598,0
L7538,21061.40471827159,24,10.42,51,6529,324,0
L7539,19093.652094876634,12,8.49,24,5919,365,0
L7540,33900.18412993049,24,3.2,38,10509,828,1
L7541,14780.725443271622,36,4.91,31,4582,690,1
L7542,11367.803680071846,36,5.77,62,3524,577,1
L7543,29761.45197285552,24,10.47,38,9226,309,0
L7544,9329.08292927576,24,5.61,61,2892,645,0
L7545,34900.189561491854,48,8.26,57,10819,440,0
L7546,23622.708952657813,48,9.05,53,7323,327,0
L7547,46597.02728678712,60,8.76,57,14445,399,0
L7548,16196.862167321435,60,8.14,23,5021,486,0
L7549,11141.996001977343,36,4.58,21,3454,692,1
L7550,41816.35615912921,60,5.23,39,12963,610,1
L7551,8232.30277853103,60,6.79,26,2552,560,0
L7552,44458.305992834896,12,9.3,30,13782,368,0
L7553,40958.2869823701,24,8.82,57,12697,337,0
L7554,39603.44091380308,48,8.56,32,12277,365,0
L7555,8629.0791271828,60,3.26,64,2675,774,0
L7556,31484.0419743193,48,4.56,37,9760,793,1
L7557,38016.335519196,60,3.48,47,11785,766,1
L7558,20635.595953864813,60,8.11,22,6397,363,0
L7559,41529.25782555191,36,8.32,45,12874,479,0
L7560,45064.76089971728,12,9.26,64,13970,398,0
L7561,16980.73739270664,24,3.09,48,5264,836,1
L7562,39126.01896583184,24,6.68,57,12129,603,1
L7563,22558.187041640867,36,8.87,57,6993,372,0
L7564,34861.47967381851,36,3.0,37,10807,846,1
L7565,20087.20587849245,24,7.95,25,6227,442,0
L7566,38138.91683016159,24,7.19,39,11823,513,0
L7567,23513.03093758334,12,5.09,24,7289,604,1
L7568,35922.77576086268,60,3.94,59,11136,713,1
L7569,22516.251329994746,12,6.32,63,6980,644,1
L7570,31658.236468849347,24,3.5,58,9814,793,1
L7571,44090.56205993814,60,7.99,64,13668,424,0
L7572,24729.166575320876,24,5.56,50,7666,707,1
L7573,31119.523865395317,12,6.25,52,9647,535,0
L7574,30229.19644890842,12,5.02,57,9371,643,1
L7575,34393.735197765614,12,4.03,47,10662,820,1
L7576,12758.133812339429,60,3.0,52,3955,826,0
L7577,14180.7221843348,48,9.35,62,4396,363,0
L7578,45477.66636823294,48,4.09,31,14098,801,1
L7579,13193.620048664543,24,9.2,61,4090,310,0
L7580,15558.14902071127,60,4.02,33,4823,729,1
L7581,14609.756772714356,36,6.16,55,4529,600,0
L7582,30787.26399619912,48,7.4,37,9544,545,0
L7583,19913.011383962403,60,8.82,50,6173,393,0
L7584,36293.74551773222,60,5.08,38,11251,614,1
L7585,28900.15697212363,48,7.68,57,8959,452,0
L7586,34961.48021697465,60,6.55,50,10838,539,0
L7587,37242.13776572913,60,8.75,46,11545,439,0
L7588,41584.09683308915,48,6.77,36,12891,515,0
L7589,35338.90162178975,12,6.06,31,10955,669,1
L7590,46009.92732374141,24,5.89,24,14263,592,1
L7591,13954.914506240297,36,6.26,61,4326,540,0
L7592,7929.075325089841,24,3.28,35,2458,834,0
L7593,35106.64229574969,12,5.65,32,10883,620,1
L7594,14748.467203543836,12,9.62,47,4572,344,0
L7595,25613.042343862217,60,7.17,24,7940,583,1
L7596,14642.015012442142,24,8.12,55,4539,511,0
L7597,19900.108088071287,12,8.25,41,6169,386,0
L7598,35516.321940292575,24,9.12,56,11010,306,0
L7599,26042.076932241773,12,5.03,22,8073,758,1
L7600,46587.34981486879,36,8.22,59,14442,482,0
L7601,34548.57474845899,12,5.31,48,10710,627,1
L7602,20871.081103877652,24,6.76,54,6470,598,1
L7603,30558.230494131836,60,5.39,53,9473,697,1
L7604,19325.911420916695,24,9.22,28,5991,313,0
L7605,33980.82972924995,48,9.45,28,10534,399,0
L7606,28413.05755223406,24,7.42,62,8808,468,0
L7607,26409.820865138536,36,6.95,42,8187,531,0
L7608,47855.098636170784,36,8.72,47,14835,410,0
L7609,30993.716730456952,36,4.93,48,9608,646,1
L7610,26800.14556584475,12,5.86,31,8308,639,1
L7611,41887.32428653034,36,7.3,47,12985,539,0
L7612,43116.36322015899,24,6.09,21,13366,539,0
L7613,21067.856366217147,60,6.27,59,6531,569,1
L7614,22987.221630020424,36,3.36,48,7126,839,1
L7615,7880.687965498161,24,7.16,47,2443,585,0
L7616,47632.51678204905,12,6.48,28,14766,634,1
L7617,18400.09994072923,12,3.69,44,5704,742,1
L7618,12580.713493836605,60,3.82,60,3900,802,1
L7619,37771.17289726483,60,4.46,56,11709,669,0
L7620,46206.70258608091,24,7.98,44,14324,419,0
L7621,11471.030047200762,60,9.14,62,3556,374,0
L7622,33190.50285591919,60,3.76,42,10289,722,1
L7623,42106.68031667929,12,9.79,30,13053,369,0
L7624,9819.40817313811,24,7.16,24,3044,570,1
L7625,34384.05772584728,60,8.18,28,10659,431,0
L7626,34016.31379295052,24,8.65,59,10545,397,0
L7627,6680.681447624515,36,9.38,35,2071,401,0
L7628,37313.10589313026,12,3.64,28,11567,727,1
L7629,9919.408716294247,12,7.09,49,3075,466,0
L7630,36893.74877666904,12,8.19,62,11437,404,0
L7631,36177.61585471219,48,3.0,59,11215,848,1
L7632,38748.597561016744,24,5.34,55,12012,741,1
L7633,36067.937839637714,36,5.86,61,11181,565,0
L7634,21145.276141563834,60,4.24,34,6555,719,1
L7635,23503.353465665,36,7.28,52,7286,560,1
L7636,41096.99741319958,24,5.03,27,12740,733,1
L7637,20845.27451209542,12,5.0,64,6462,715,1
L7638,18454.938948266466,48,5.11,53,5721,654,0
L7639,16474.283028980397,24,3.36,55,5107,760,1
L7640,21619.47226556229,24,6.04,47,6702,684,1
L7641,14758.144675462172,60,3.0,21,4575,842,1
L7642,16277.507766640902,36,7.14,26,5046,574,1
L7643,8864.564277195639,36,6.8,22,2748,609,0
L7644,11932.322875308104,60,8.12,27,3699,431,0
L7645,34816.31813819961,48,9.98,28,10793,348,0
L7646,21661.40797720841,12,3.9,49,6715,743,1
L7647,33696.95721964543,12,8.52,36,10446,471,0
L7648,42480.875897521604,48,6.03,49,13169,629,1
L7649,15238.792447406186,60,9.2,51,4724,305,0
L7650,23609.805656766697,24,7.91,42,7319,503,0
L7651,9145.21096282738,36,6.1,30,2835,668,0
L7652,12419.422295197675,24,3.18,24,3850,847,1
L7653,21819.473351874563,36,6.9,45,6764,580,0
L7654,16458.153909116503,24,9.79,33,5102,354,0
L7655,18222.679622226406,60,8.35,37,5649,468,0
L7656,28206.604817976226,60,5.88,60,8744,612,0
L7657,14622.66006860547,48,4.39,28,4533,777,1
L7658,13890.398026784724,24,4.63,43,4306,727,1
L7659,46903.48056420109,24,3.32,27,14540,811,1
L7660,8041.979164137092,48,4.06,52,2493,712,0
L7661,43538.94616059299,48,10.11,44,13497,347,0
L7662,36522.7790197995,60,9.68,21,11322,302,0
L7663,24838.84459039535,60,5.25,56,7700,628,0
L7664,28816.285548831383,24,6.46,47,8933,532,0
L7665,47171.22395394171,60,8.62,26,14623,359,0
L7666,45084.11584355395,60,3.0,62,13976,829,1
L7667,39651.828273394756,24,8.55,51,12292,396,0
L7668,45829.28118126581,48,9.84,32,14207,365,0
L7669,19483.976795582847,24,8.55,46,6040,330,0
L7670,12180.711321212057,12,8.95,45,3776,447,0
L7671,12474.26130273491,24,8.66,24,3867,346,0
L7672,15271.050687133973,12,7.28,26,4734,543,0
L7673,17196.867598882807,24,7.25,33,5331,556,1
L7674,17548.482411915676,12,4.38,45,5440,777,1
L7675,7125.845155867964,12,5.12,51,2209,655,0
L7676,42919.587957819494,24,4.63,42,13305,752,1
L7677,32600.177068900703,60,3.31,55,10106,821,1
L7678,22929.15679851041,36,6.98,41,7108,476,0
L7679,15254.92156727008,60,6.66,35,4729,509,0
L7680,32651.79025246516,12,8.41,23,10122,341,0
L7681,46003.47567579585,24,8.0,57,14261,423,0
L7682,47174.449777914495,24,8.01,46,14624,486,0
L7683,21838.828295711235,24,10.51,37,6770,324,0
L7684,20000.108631227424,24,7.1,58,6200,463,0
L7685,18583.971907177613,36,9.16,55,5761,334,0
L7686,48355.10135195147,48,6.09,61,14990,552,1
L7687,36577.618027336735,12,4.47,28,11339,774,1
L7688,45074.43837163562,36,4.85,31,13973,769,1
L7689,28848.54378855917,60,3.0,44,8943,821,1
L7690,37038.910855444075,48,7.39,63,11482,563,1
L7691,16496.863796789847,48,8.12,28,5114,404,0
L7692,45387.34329699514,24,6.58,50,14070,519,0
L7693,15161.372672059499,36,3.91,21,4700,706,1
L7694,28045.313619337296,60,6.47,54,8694,505,0
L7695,35048.57746423967,24,6.33,40,10865,515,0
L7696,42474.42424957605,24,8.98,56,13167,363,0
L7697,40526.02657001776,12,9.73,54,12563,337,0
L7698,28254.992177567907,48,6.48,54,8759,521,0
L7699,35316.320853980294,60,5.05,33,10948,641,1
L7700,23174.319420441585,48,3.32,26,7184,772,1
L7701,20309.78773261417,36,3.8,56,6296,835,1
L7702,32413.07927847954,12,4.7,45,10048,656,1
L7703,20442.046515498096,24,3.0,47,6337,805,1
L7704,42235.71327559043,12,6.02,51,13093,534,0
L7705,37674.398178081465,24,7.79,23,11679,393,0
L7706,35996.96971223658,12,7.62,48,11159,488,0
L7707,16167.829751566427,24,8.88,24,5012,315,0
L7708,14038.78592953254,48,4.64,37,4352,674,1
L7709,20674.305841538157,48,6.0,58,6409,663,1
L7710,27809.828469324457,48,5.85,54,8621,697,1
L7711,15622.665500166842,48,5.48,40,4843,709,1
L7712,9296.824689547973,12,8.63,33,2882,473,0
L7713,8054.882460028206,24,7.9,25,2497,485,0
L7714,43935.72250924476,48,10.49,44,13620,329,0
L7715,26496.91811240356,12,4.01,58,8214,769,1
L7716,12596.842613700499,24,5.73,37,3905,679,1
L7717,11419.416863636303,12,6.93,51,3540,611,1
L7718,29642.096485862712,48,9.33,48,9189,377,0
L7719,12896.84424316891,36,4.11,21,3998,834,1
L7720,10748.445477298352,12,3.0,22,3332,828,0
L7721,17309.77143793006,48,7.96,53,5366,421,0
L7722,37948.59321576765,60,6.83,60,11764,527,0
L7723,29771.129444773855,24,4.72,49,9229,707,1
L7724,23677.547960195046,48,8.49,24,7340,474,0
L7725,30729.199164689104,60,10.48,38,9526,314,0
L7726,44697.01696682051,12,7.53,44,13856,513,0
L7727,17593.643947534576,12,8.7,52,5454,351,0
L7728,18761.392225680436,60,5.42,29,5816,615,1
L7729,24635.617680110296,60,9.44,36,7637,356,0
L7730,10838.768548536153,24,6.28,41,3360,588,1
L7731,26790.468093926414,12,7.54,50,8305,448,0
L7732,25722.72035893669,60,4.12,23,7974,707,1
L7733,8267.786842231595,36,3.68,53,2563,831,0
L7734,26777.5647980353,36,5.9,51,8301,668,1
L7735,26309.8203219824,60,5.36,34,8156,623,1
L7736,8816.17691760396,24,5.27,26,2733,656,0
L7737,35303.41755808918,12,4.94,25,10944,729,1
L7738,40477.63921042608,36,9.41,49,12548,332,0
L7739,46564.76904705934,60,4.02,57,14435,842,1
L7740,23142.061180713798,60,5.57,56,7174,585,1
L7741,16045.24844060084,48,4.13,41,4974,816,1
L7742,28109.830098792867,60,8.04,32,8714,416,0
L7743,19309.7823010528,24,6.9,43,5986,568,0
L7744,25254.97588288379,36,7.36,34,7829,462,0
L7745,41635.71001665361,48,9.07,63,12907,439,0
L7746,12209.743736967064,36,7.19,62,3785,443,0
L7747,48319.617288250905,36,7.14,30,14979,521,0
L7748,14945.242465883332,24,5.27,47,4633,734,0
L7749,29290.481672829843,60,3.01,61,9080,844,1
L7750,13200.0716966101,24,4.89,22,4092,753,1
L7751,31658.236468849347,60,9.95,34,9814,366,0
L7752,38700.21020142506,48,8.95,27,11997,305,0
L7753,43726.04395101415,24,6.85,37,13555,540,0
L7754,46938.96462790165,24,9.57,40,14551,354,0
L7755,30435.64918316625,12,5.76,28,9435,682,1
L7756,42732.49016739834,24,3.79,40,13247,733,1
L7757,10477.476263584947,12,4.15,56,3248,769,1
L7758,33571.150084707064,60,8.33,25,10407,370,0
L7759,19177.523518168877,60,4.77,33,5945,749,1
L7760,46832.51243679996,60,3.46,59,14518,779,1
L7761,12016.194298600349,12,7.64,58,3725,442,0
L7762,15164.598496032278,60,10.15,37,4701,321,0
L7763,36748.586697894,36,5.3,26,11392,721,1
L7764,44600.24224763716,24,4.67,39,13826,691,1
L7765,11419.416863636303,12,4.04,45,3540,767,1
L7766,25296.911594529913,60,6.61,23,7842,592,1
L7767,21942.054662840153,36,8.87,61,6802,420,0
L7768,8103.269819619885,24,4.95,48,2512,737,0
L7769,29906.614051630557,24,8.41,46,9271,400,0
L7770,44848.63069354111,60,7.62,28,13903,486,0
L7771,45574.4410874163,36,7.12,35,14128,458,0
L7772,40464.73591453497,12,4.31,21,12544,817,1
L7773,45238.95539424732,60,8.04,60,14024,479,0
L7774,32816.30727507687,24,4.25,43,10173,730,1
L7775,26090.464291833454,24,7.02,56,8088,511,0
L7776,47219.611313533394,24,3.66,62,14638,732,1
L7777,9038.758771725685,60,8.54,36,2802,400,0
L7778,47542.193710811254,48,6.23,24,14738,619,0
L7779,23832.38751088842,48,9.57,28,7388,397,0
L7780,30771.134876335225,48,6.7,56,9539,578,1
L7781,29277.578376938727,36,8.4,30,9076,442,0
L7782,9358.115345030768,60,6.15,50,2901,644,0
L7783,28632.413582383004,24,5.46,56,8876,655,0
L7784,19864.62402437072,36,4.51,36,6158,654,0
L7785,12219.4212088854,48,5.29,50,3788,729,1
L7786,21290.43822033887,12,9.2,64,6600,338,0
L7787,40335.70295562383,36,7.07,30,12504,602,1
L7788,11932.322875308104,36,3.0,31,3699,848,1
L7789,27993.700435772836,60,4.91,54,8678,724,1
L7790,43038.94344481231,36,5.46,36,13342,647,1
L7791,24996.909965061503,60,3.99,39,7749,728,1
L7792,36774.393289676234,12,7.17,64,11400,585,0
L7793,16106.539096083634,24,4.45,24,4993,754,1
L7794,41077.64246936291,24,5.74,64,12734,623,0
L7795,11593.611358166349,48,3.0,51,3594,818,1
L7796,17551.708235888455,48,6.47,55,5441,652,1
L7797,12380.712407524332,12,6.89,54,3838,602,1
L7798,44722.823558602744,24,7.11,46,13864,509,0
L7799,31961.463922290535,48,3.68,59,9908,743,1
L7800,15812.98911456078,36,7.28,26,4902,432,0
L7801,30338.87446398289,60,6.99,53,9405,475,0
L7802,29184.029481728146,48,8.87,47,9047,386,0
L7803,13996.850217886418,12,4.79,32,4339,757,0
L7804,21035.59812648936,24,6.9,28,6521,516,0
L7805,40432.47767480718,12,4.68,29,12534,705,1
L7806,22348.508483410256,60,4.75,21,6928,706,1
L7807,8061.334107973764,60,3.56,25,2499,728,0
L7808,18151.71149482528,12,6.34,27,5627,531,0
L7809,35600.19336358482,48,4.51,38,11036,729,1
L7810,44693.79114284774,48,8.97,60,13855,337,0
L7811,36296.971341705,24,4.63,44,11252,723,1
L7812,24661.424271892527,24,4.12,46,7645,698,1
L7813,15100.082016576705,36,8.18,30,4681,484,0
L7814,37458.2679719053,36,5.74,60,11612,676,0
L7815,35293.740086170845,24,6.79,64,10941,574,0
L7816,39158.27720555963,36,6.38,32,12139,585,0
L7817,36248.58398211332,12,5.32,42,11237,647,1
L7818,43880.883501707525,48,3.63,47,13603,829,1
L7819,21258.179980611087,36,10.36,23,6590,306,0
L7820,17658.160426990147,36,8.15,38,5474,487,0
L7821,10406.508136183818,12,8.13,25,3226,415,0
L7822,16042.02261662806,60,3.04,34,4973,798,1
L7823,22725.929888225357,24,8.78,45,7045,362,0
L7824,37293.75094929359,12,3.39,51,11561,740,1
L7825,9800.053229301438,60,5.43,41,3038,643,1
L7826,12216.195384912622,12,4.7,58,3787,678,1
L7827,38206.659133589936,48,6.78,40,11844,594,0
L7828,21661.40797720841,12,7.34,34,6715,531,0
L7829,21683.98874501786,12,3.44,40,6722,739,1
L7830,46964.771219683884,48,4.25,57,14559,693,1
L7831,34229.2181751539,24,6.52,50,10611,575,1
L7832,15796.859994696886,60,8.04,63,4897,466,0
L7833,21238.825036774415,36,9.19,61,6584,398,0
L7834,26835.629629545314,24,5.67,40,8319,711,1
L7835,17103.318703672227,12,7.44,27,5302,527,0
L7836,9016.178003916235,36,4.8,25,2795,713,0
L7837,23990.452885554572,48,5.79,51,7437,613,1
L7838,15512.987485092368,24,6.29,49,4809,625,0
L7839,7954.881916872069,60,9.98,35,2466,361,0
L7840,47506.70964711069,24,8.12,45,14727,428,0
L7841,37245.36358970191,24,4.41,33,11546,751,1
L7842,7329.072066153018,36,4.19,64,2272,708,0
L7843,41745.38803172808,48,5.31,44,12941,722,1
L7844,26800.14556584475,48,7.44,35,8308,529,0
L7845,17706.54778658183,24,3.2,44,5489,811,1
L7846,45355.08505726735,48,6.41,46,14060,637,0
L7847,18229.131270171965,36,7.75,39,5651,545,0
L7848,29467.901991332667,36,6.91,44,9135,503,0
L7849,9532.309839560812,60,6.85,39,2955,492,0
L7850,23825.935862942864,48,6.06,62,7386,658,0
L7851,31925.97985858997,60,6.88,37,9897,553,1
L7852,17448.48186875954,12,7.11,25,5409,583,0
L7853,12642.0041493194,36,6.86,24,3919,517,0
L7854,15909.763833744139,24,7.78,42,4932,481,0
L7855,31532.42933391098,36,7.25,30,9775,522,0
L7856,33480.827013469265,12,6.66,41,10379,507,0
L7857,7119.3935079224075,24,5.58,45,2207,722,0
L7858,6687.133095570073,48,8.09,26,2073,469,0
L7859,32396.950158615648,48,8.48,50,10043,438,0
L7860,21832.37664776568,36,6.94,49,6768,502,0
L7861,30842.103003736356,24,7.01,31,9561,553,0
L7862,41326.03091526686,24,8.48,31,12811,465,0
L7863,36261.48727800443,60,5.56,47,11241,695,1
L7864,22480.76726629418,12,5.4,39,6969,725,1
L7865,31303.3958318437,48,3.6,42,9704,746,1
L7866,25448.52532125051,36,3.0,48,7889,805,1
L7867,38945.37282335624,24,8.6,24,12073,436,0
L7868,32319.530383268964,48,5.43,57,10019,705,1
L7869,34535.67145256787,36,7.35,39,10706,530,0
L7870,25545.300040433867,48,6.12,37,7919,543,0
L7871,43613.1401119669,36,6.5,60,13520,585,1
L7872,7351.652833962467,48,9.71,56,2279,353,0
L7873,42509.90831327661,60,4.26,43,13178,691,1
L7874,22113.023333397417,12,5.62,48,6855,569,1
L7875,34667.93023545179,48,4.53,31,10747,688,1
L7876,23071.093053312667,12,8.91,34,7152,312,0
L7877,30519.520606458493,48,4.9,33,9461,642,1
L7878,31584.04251747544,24,5.06,44,9791,638,1
L7879,43777.65713457861,60,9.65,36,13571,323,0
L7880,7387.136897663033,60,8.76,48,2290,334,0
L7881,22193.668932716882,12,4.02,50,6880,785,1
L7882,42145.39020435263,24,4.19,64,13065,721,1
L7883,32203.400720248934,36,5.88,61,9983,589,0
L7884,31364.686487326493,60,7.2,59,9723,589,1
L7885,32155.013360657253,24,10.26,62,9968,318,0
L7886,42613.13468040553,24,6.09,47,13210,591,1
L7887,11683.934429404151,12,5.06,37,3622,677,1
L7888,17906.5488728941,24,7.19,46,5551,453,0
L7889,19929.140503826296,24,8.98,27,6178,427,0
L7890,17016.221456407206,36,3.48,55,5275,732,1
L7891,39364.72993981746,12,5.8,35,12203,569,1
L7892,41551.83859336136,12,3.52,36,12881,814,1
L7893,23409.804570454424,24,6.04,41,7257,557,1
L7894,33142.11549632751,36,5.88,37,10274,641,1
L7895,19338.814716807807,48,3.0,46,5995,801,1
L7896,25180.781931509882,60,3.87,55,7806,716,1
L7897,34964.70604094743,12,9.17,40,10839,399,0
L7898,28264.66964948624,36,5.12,40,8762,693,0
L7899,46574.44651897767,36,8.26,43,14438,352,0
L7900,18361.390053055886,24,3.95,25,5692,727,1
L7901,12119.420665729263,60,7.5,29,3757,448,0
L7902,22435.60573067528,12,4.95,43,6955,750,1
L7903,27296.922457652658,48,3.38,38,8462,833,1
L7904,25690.462119208903,24,3.32,49,7964,831,1
L7905,30367.9068797379,12,4.49,31,9414,665,0
L7906,29690.48384545439,12,6.15,63,9204,623,1
L7907,43648.624175667464,36,3.0,28,13531,819,1
